instructorName,instructorId
Dr. Barbara L. Fredrickson,7687949
Deborah Ringdahl,40844467
Olivier Drapier,27705906
Jérôme Deflesselles,40243518
Larissa Raphael,16960257
Sabrina Moore,61317279
Mark de Berg,24705268
Dr. Enrique César Valdez ,34609582
Chris Oliver ,16341298
謝明慧,10029147
Mohamed Ashraf,76480479
Hyun Mee Kim,23833370
Gabriel Eichsteller ,11337851
Cheong Siew Ann,19576269
Dr. E. Michael Harrington,14063638
高嘉宏 Jia-Horng Kao,4918999
Cristina Gallego Gamazo,89356566
Camille Leugers,60862541
Joyce  L. Browne,10426792
David Soren,12962468
"Matthew Bishop, PhD",41180611
Gregorio Gomez,62271471
Panos Panay,7409033
Yair Zakovitch,17235569
Marianela Lemaitre Canales,19806276
Vincent Kaufmann,14854169
"Dr. Jim Lowe, DVM, MS, Dip ABVP (Food Animal)",5211357
Annette Billingsley,93592337
Brenda Ileana Solis Herrera,45858831
Peter Biberthaler,5401348
Prof. James Evans,15622422
infosec instructor,93240586
Oscar Ramírez Manrique,1165725
Daniela C. Wagner-Loera,15247366
Renée Spigt,36886094
Ramabhadran Thirumalai,5453916
Kim Webb,96635754
ahmed elshorafa,55654867
Billy Korando,74634589
倪衍玄 Yen-Hsuan Ni,80718493
John Mill Ackerman Rose,46487718
Viola Schiaffonati,97199246
Isabelle Schaffner,8342848
Troy L. Ott,12727517
Dr. Frank Ng,37359924
André-Louis Rey,31955237
"Dr. Walter Hurley, PhD",21939963
Noemí Acedo Alonso,5599009
Alice Llanos,69644478
"Jessica Danielle Tollette, PhD",88057706
Jessica Mantel,62135741
Gilbert Probst,2683483
Laurence Lehmann-Ortega,5380437
Dr. Victor Galitski,724736
Christopher Balme,8459236
Amy Webster,43765694
Racquel Stephens,67816594
Afia Owusu-Forfie,76906609
Arièle Dionne-Krosnick,45939388
Barbara E. Kahn,3749002
Chrissy Tignor,14990685
Sana De Courcelles,36174261
Lina Nakata,100063615
"Shannon Frattaroli, PhD, MPH",36615773
Dr. Nathalie Jean Baptiste,27727600
Neff Walker,37497656
Miguel Angel Ruíz ,7433002
Artur Vilas Boas,101196627
Rachel Sheldon,103476100
Daniela Andrea Retamales Gomez,14715481
Stacey Syphus,35624752
Junsong Yuan,33716827
Jen D'Andrea,82838891
Xiaoyu Liu,8562621
Lauge Peter Westergaard Clausen,15973390
Rodolphe Durand,8485189
Etienne Robert,14521284
(ISC)² Education & Training,31081695
Jason Hafner,3496100
Bent Erik Kramer Lindow,10165281
Paula Rodrigues Furtado,360221
Barry Nalebuff,473433
Antonella Moretto,38644718
Maite Melero,78473192
Barbara Hiltz,6105984
Olivia de Paeztron,104602490
Stefano Caselli,13718280
Flávio Hourneaux Junior,94719324
Jakob Sauer Jørgensen,33260164
Julio César Pérez Navarro,28720576
Dr. Stephen Marshak,901980
Michael Levin,38926
Jen Rose,3182044
Dr. Kes McCormick,6931825
Alfredo Deza,81359500
Dr. Nick Feamster,1743955
Peter Baltus,37519320
Dr. Matthew Chrisman,1935223
Aggelos K. Katsaggelos,2643309
"George W. Russell, Jr.",6124304
SO JEONG PARK,67304806
Marcel Cobussen,20801197
Nicolas Arnaud,30337318
Dianne Bevelander,5112485
Thomas Zoëga Ramsøy,5012688
Ilse Marschalek,60420391
Mariam Hegazy,95443047
Kareem Clyburn,70505033
Olivier Klein,33212800
Santiago Gallino,88032406
Teresa Serra,16123047
Jay Mendelson,26571847
Noorin Fazal,3517614
Dr. Thomas Lindhqvist,7955828
Robert Duvall,13723816
Brianna J. Tomlinson,39312007
Henrik Bredmose,14885414
Inma Valeije Alvarez,32523753
Priya Kapoor,40198437
Brandon Krakowsky,14993672
Marc Peter Deisenroth,28166858
Amy Simon,5494294
María C. Cañadas,25664973
Alberto Adán Caballero Gómez,76749255
"Anees B. Chagpar, MD, MSc, MPH, MA, MBA, FRCS(C), FACS",5377163
 Microsoft,56970540
Francesc Torradeflot,7707488
Dr Andrew Heys,33306702
Dr. Aviva Legatt,11465210
Misty So-Sum Wai-Cook,16799906
Aitor Cubo Contreras,91243539
Emma Martin,63256109
Ciprian M. Crainiceanu,19543713
Irma Munguía Zatarain,88284270
Vincent Mazet,11089261
唐大仕,11064580
Quim Brugué,6724257
Laurent Bibard,9268204
Joseph Casola,47324158
Brian Reed,61178090
Daniela de la Rez,71133321
Juha Plosila,14463300
Dr Jamie A Ward,36376054
刘雅琼,9277519
Peter Childs,40585714
Prof. Nicholas Turner,15143483
Ines Alves,11718024
Gerben Moerman,7649224
InfoSec Institute Instructor,93352986
Lieve Bradt,37816830
Alan Pilkington,79095346
"Olivier Rubel, PhD",334837
Henri Laurie,19540856
Adam Shniderman,15978864
María Ignacia España ,67524736
"Thomas H. Sanders, Jr.",16957846
Emma Lam,13630715
Marc Huber,29070283
Mitchell Green,757204
Rohit Rahi,95460452
Dr. Jennifer K. Robbennolt,33326200
Martín Ramos Monso,71138880
Maude Schneider,45228705
Michael Bednar,28784694
Adam Stephenson,23030361
Mike Barger,54432692
Connor Stead,20988916
陈灵,9038243
Garud Iyengar,1325459
Prof Susan Rhind,2462805
Alex Iván Suárez Regalado,101137879
Montse Gorchs Molist,32656740
Nikhil Venkatesh,36741202
Juliana Bilowich,76383107
Dr. Zehra Dincer,32890333
"Marcela Nava, MSSW, MPP, PhD ",76938874
Paula Foroni,101196790
Santiago Alcoba,5036950
Tais Freire Galvao,1462328
Heather Gordon,60233486
Xavier Lagrange,89189666
Céline Spector,88876883
Olivier Corby,37450154
Zahra Kamaledin,95824121
Anirudh Balasubramanian,5476823
Jessica Eldridge,85067183
Asja Kamenica,79144006
Shobita Rao,6723421
Jordi Badosa,13518668
Daniel Student,32787016
Jérôme David,22957518
"Michele Decker, ScD, MPH",12262844
Jonas Hedman ,28664900
陳永銘 Yung-Ming Chen,80506237
Morten Misfeldt,96188483
"Steven Starks, M.D. , FAPA",60849763
Lechauncy Woodard,61345036
Seyun Kim,23559529
Spectrum Center,44447809
Mario Speranza,51796861
Marieke de Wal,41762504
Mario Barro Hernández,22866507
Dr. Dana Gliserman-Kopans,11197435
Sophie Sfez,25348548
Mark Veljkov,42480102
Robert Sedgewick,250165
Professor William M. O'Barr,5275483
"Anne M. Libby, PhD",43407415
Antonio Dávila Rivas,44981237
V. G. Vinod Vydiswaran,20226469
Konstantinos Modis,29320312
Julian Birkinshaw,7029825
Pablo Alegre,40004304
Marie Schaer,22716060
Qiang Guo,78571521
Joanne Woodard,41382459
Mr Sebastian Fricke,8063643
Helen Hughes,73665982
Donald Hornstein,2688952
Ahmed Elsayed,49192066
Lauren Anastasio,73330104
Prof. Dr. Florence Pinot de Villechenon,26015424
Jann T. Balmer,50967052
Lilibeth Muñoz,80937753
Annalisa Coliva,40587190
Martha Cecilia Triana Restrepo,66424749
Dr. Traci Carte,18220906
Tania De Gasperis,61894507
Guido Stein,10430185
"Martin E.P. Seligman, Ph.D.",21550535
Juana García,29841788
Ledi Trutna,49717034
Marcela Georgina Gomez Zermeño,7435337
Ingeborg Bajema,15665608
毕明辉 Bryan Minghui BI,8614678
Christine Gold,38024877
Sebastián Camiser,694184
Manju Puri,46361102
Hadeel Sleem,97327951
Professor Michael Goldberg,5333149
Sean Stacey,95460464
Ingeborg Porcar,10601823
University of Geneva- Rajna Gibson Brandon,15614730
Yung Tat To,48328522
Ahmad Varasteh,33626128
Tiago Maluta,14972887
"Check Point Software Technologies, Ltd.",78076431
Sylvia Hartmann,100070814
"Dr. Holden Thorp, PhD ",5079864
Andrew Ng,1244
Fabio Kon,1756723
Pape Sakho,15131549
Medina Aristizábal Alejandro,77893370
Anders Karlsson,15706294
Tamy Chapman,13484864
Paula Iturbide,34317018
Christelle Borel,46478153
Sabrina Spillner,82125125
Ferdinand Jaspers,41762477
"James Eckner, MD, MS",44447476
Sandra Saura Mas,45078782
Ellen Ott Marshall,24648595
Evert Stamhuis,75870340
Roland Kuhn,1337605
Jessica Blackburn,18088223
妥 建清,11048884
David Hsu,16532358
Antonio Espinosa,33312956
Stephen Wong,7918767
Rocío Ayme García Castillo,20160375
Elena de Oteyza,13630702
Douglas Galante,10465181
Nick Martin,287547
Eric Bradlow,14265270
René de Koster,41762428
Fabien Ohl,5208095
José Lull,2690319
Wu Siew Mei,3761241
Russell Taichman,1455025
"James Pawelski, Ph.D. ",21551762
Guan Yi (HKU),26057343
Edward D. Hess,988020
Jacklyn Sira,94506914
"Justin Lessler, PhD, MS",39654502
Randy Testa,27619139
Beth Simon,23635461
Kim Chamberlin,9336122
Felipe Estrada Prada,13205498
雒 自新,11006526
Elia Sepúlveda Hernández,42796715
Cynthia Dahl,34219033
张春敏,39972266
María de los Angeles Sixtos Zaleta,95459203
Daniel Hardt,50060562
Heiner Igel,24918418
Enrique Barra,33235816
Adriana Alicia Perez,34317030
William Hertz,96807270
Manuel Belgioioso,82013523
Abel Rodriguez,34463475
Bryan Sajecki,27598457
Jessica Reeder,64205809
Kathy Ruble,76519535
Hafez Ismaïli M'Hamdi,20844767
David James,19881794
Hernán Daniel Merlino,71332301
Mike SOUTHERN,18417307
Thiago Roveri,101197021
Sueli Campos,95137011
Alex Haley,38196172
Edi Soler,18927890
"Jon S. Vernick, JD, MPH",41043842
Friso Jansen,25283196
Dr. Paul Rolando Maya Ortiz ,14724314
David Archer,3833684
Mauro Herrera Machuca,1309751
Al Filreis,224886
"Ralph Lydic, Ph.D.",1748705
Brittany O'Dea,70864535
David Silkenat,21294108
David Buck,61165563
Howard Schneider,20033684
Pedro Hidalgo,19178245
Finn Valentin,18500544
Mijke Slot,17550005
Andrés Cencerrado,1920146
Samira Barbosa Velázquez,16246494
Morten Vesterager Madsen,3929861
Sarah Alkahery,94688786
Sven-Erik Gryning,15920933
Sebastián Camiser,22139224
Hélène AZOULAY,16429113
Irma Elisa Eraña-Rojas,48333448
María Guadalupe Miranda Novales,74641667
José Sámano,6290125
Youngsun Kwon,89713414
Hernani Villaseñor Ramírez,2509043
Imdad Ahad,95691846
Alexandra Baird,72312537
Tomás Margalef,33364153
David Torgerson,18784336
Shambhu Upadhyaya,22616758
Barbara Broers,34331764
JAVIER CACAO,5384751
Jorge Lardizabal,20817169
Erica Corbellini,5179334
Doug Purcell,69731965
Thomas Gilbert,10165330
Dr Yenn Lee,5954071
Katrina Skewes McFerran,14306764
Eric Gordon,10308771
Dr Sarah Singer,25857724
Patricia Segura Medina,38173917
"Carlos Mendes, Jr.",57895308
Carlos Page,94308800
"Claudia Sonder, DVM",30166725
Daniele Fano,33469768
Niklas Arvidsson,7944907
John Mullins,14886554
Rochelle Deulley,95761173
Ulisses Martins Dias,1595216
Paul Lu,4908463
Dr Nikki Moran,6389393
David Van Kleeck,21099168
Kevin Lipski,93582883
Marcus Møller Larsen,13869623
Alexis May,87938519
" Steven Broglio, PhD",44289602
Daniel Kob,58996683
Omolola Adepoju,61167310
Melanie Peffer,60637482
Henrik Bregnhøj,2435528
Kirby Kohlmorgen,27580777
Latrice Brookins,67547907
Howard Poston,44348889
Diane Davidson,72042088
Robert Wunderlich,95457240
Zeineb necib,104394092
Terri Miller,94514403
Ishita Sinha,40617531
Lowis Charfe,37695079
Fernando Cortiñas,19024650
María del Pilar Ángeles,36738630
Rachel Chang,80569500
Angelo Paolillo,154346
Mike Ryan,18123579
Qasim Ijaz,2425703
Achyuta Adhvaryu,98930149
Serena Yeung,1262249
John Seamon,4540131
Stuart Phillips,23923520
Peter Singer,5063956
Charlotte Firing,37671916
Mahtab Jafari,87495668
Christiaan Heij,11857225
Dr John Menzies,741156
Larry Randles Lagerstrom,2691794
Pamela Jagger,56452899
Dr Mike Ryan,4651928
Ashley Burton,72155242
Daniel Lakens,20199472
Roseli da Silva,25589482
Eva Novrup  Redvall,5690985
Marc Lipsitch (Harvard),26871312
Judy King ,82016589
Dr. Mohamed Noor,884310
Daphne Koller,1257
Riwal Plougoven,25434469
Óscar Antonio Ramos Montes,3459762
John Byrd,6882168
Dr James Ohene-Djan,16446823
Daniel Marshall,94564448
Peter F. Bodary,9204340
Rosangela Bando,101407653
Ron Garan,22959528
Anna Matamala,33485925
Andrew Wu,48576223
Genevieve M. Lipp,9363147
Avigdor Shinan,17159723
Lea Stadtler,2249278
Michael Reardon,87880719
Fernando Veroneze,96807426
游 越,9189780
Karen Lewis,42307893
Catalina Santana Romero ,34002801
Gabriela de Queiroz,82094622
Raquel Martins de Assis,76306270
Nick Barniville,104602515
Jorge Carretero,9736743
"David Standen, MBA",11737707
Jocelyn Swick-Jemison,42274919
Reza Farivar,12895865
Christopher Millett,44404211
Laurence Moroney,10261328
Filomena Canterino,59384245
林明仁,23942542
Pieter van Gelder,30897912
謝尚賢,9823593
蔡璧名,19848516
Chip Wells,29071557
Mark Price,29282545
Dr.  Bidhan Chandra,10512525
Jorge Lardizabal,22139186
Robert Dittmar,44807413
Michael A. Spikes,6496620
Simon Murphy,19061044
Killian Lynch,95460973
Jaume Dantí,16108981
Jack Noble,38731048
Maria Zvezdkina,13766376
Molly Nace,75583741
Emmanuel Segui,19175842
Mario Castillo,35721552
Virginie Marie Santiago,96458730
Anna Dunn,103044527
Sergio Villanueva Baselga,50720881
Alejandro Rodríguez González,31623409
Kirsti Reitan Andersen,20564173
Kocsis Lilla,44803886
Verónica Pizarro,21309600
Brian Zaharatos,48707596
Dr. Alasdair Richmond,1935209
Youngju Nielsen,66163847
Paolo Prandoni,676340
Théophile Mbang,14546955
崔舒宁,16120530
Shawn,66773375
Andrew Murray ,16672707
Mario Ferraro,59594584
ANGELA MARIA HENAO CASTAÑO,66505481
Clark Kellogg,23943651
Kenny Mobley,55175495
Jorge E. Valdez García,44635872
"Allison Anderson, MAS",81809177
Roberto de Gori,81666642
Dina Elkafrawy,39495812
Dominique Leveillé,73721731
Kris Plachy,15497711
"Karen  Monsen, Ph.D., RN, FAAN",2608269
Lina Armendariz,73334447
Dr. Richard W. Neu,12516875
Mariane Massufero Vergilio,73967266
Louise Sandhaus,2956670
Christopher Geczy,14265595
Joan Decollibus,68317255
Dariush Derakhshani,13959221
Joseph T. Wu (HKU),7048130
Verónica Luna de la Luz,49165304
Dorothea Hilhorst,47099882
Mike Brown,612756
Suzanne C. Bal,30444079
Candy Lee,2685251
Thomas Bjarnsholt,7772096
Cristina Buenafuentes,21829379
Dr Alan Parkinson,846977
"Alison Murray, Ph.D",15693842
Antje Barth,27992762
Andrea Noferini,76660560
Ulrich Hoffrage,5175119
Sonja Rueger,22583591
Yves Gourinat,86947577
Dale Purves,5974409
Perla Pérez Pérez,38161132
Graeme Martin,27941494
Joel Hartter,44320758
Gabriela Gutiérrez Mendoza ,80764942
Neil Rhodes,46748
Emmanuele Del Piano,8632922
Thomas Hauser ,27038323
Don Patterson,3161246
"Robert S. Lawrence, MD",2286634
Trent D Buskirk,105802600
Sireesha Muppala,38057446
Robert  Clark,2359335
Patricia González Flores,49162372
José Javier De la Fuente,77581944
Alex Roediger,15884898
Olivier Debarre,3887162
袁春风,7083440
Leah Louviere,68300257
Neil Allison,104546644
Ayman Zoubir,31818583
Dr John Philip Kitchen MBE,6389479
Steve Ahn,26024706
Ramón Ignacio Esperón Hernandez,44333368
Prof. Dr. Sjoerd Douma,5896736
Dorte Sindbjerg Martinsen,88281651
Ana Luz Porzecanski,9027900
Melvin Smith,13502971
Isis Koelle,94720289
Cory Boatwright,12068692
Vijay Kumar,14347503
"Gregory L. Davis, CPA, CMA, CFM, CCM",9772876
Desiree' Abbott,41114098
Michael Weisberg,10007858
Rebecca Canino,95167414
María Rosa Wetzel,34319332
David Turnbull,14815776
Professor William Kuskin,2679701
Winston Liaw,22925916
John Buechsenstein,22464622
María Elena Ordóñez y Revuelta,28514334
Brett Egan,22532681
Emmanuel Ibekwe,19864682
Charles Duquette,13565988
Evangelia Katsikea,89512014
Stephane Muller,18186368
Mistia Zuckerman,46479040
Dr. Matthew Ferrari,2687782
Chanel Grenaway,75493055
Deborah Quazzo,104545259
Dr. Denise Comer,1462466
Tarik Serrano,26076853
Yi Wang,6648923
Marius Nils Müller,62169569
Hans Zantema,20992838
Alejandro Sanz de Santamaría,28472843
Félix Schmidt,16974677
Tammy Bednar,95447990
"David Randle, Ph.D.",3424837
Stephen T Parente,16143651
Julio Sanchez Loppacher,71329430
Vinod Bakthavachalam,530178
Yves Tiecoura,5106847
Jan Stoop,84453473
Marc Chesney,21584825
Briana Mezuk,52000502
Benjamin Wilding,20969222
Anne Sgard,22459091
Miguel Nussbaum Voehl,12481663
Alain Grandjean,21857149
Guenter W. Hein,20138940
Demetrio Salorio,40247829
Dr.  Denis Muller,7814447
Tommy Lam (HKU),26594327
Carlos Gershenson,2533383
Pilar González Amarante,97678669
Suzan Kardong-Edgren,42413514
Dyaran Bansraj,26067331
Jessica Guadalupe Hernández Carrillo,26909545
Michael  Horn,4125203
Esteban Ferrari,94718007
Gabrielle Russell-Mundine,13014842
Rodolfo Chiple,14138400
Matthieu Dardaillon,10161735
"John McGready, PhD, MS",3936147
Liese Van Gompel,25596016
Sonia Kumar,26169886
"Dr. Ashish Dikshit, PHD",73681424
James Zweighaft,25584446
"Michael F. Walsh, Ph.D.",30289690
林沛群,25852614
Sergio Splendore,95370930
"Joel Cracraft, Ph.D.",3300435
Dr. Paige K. Evans,7020729
Josep Cervelló,2690314
Jéssica Faciabén,3442578
Arthur Gautier,4451871
Stephen Webber,10124415
Luis Fernando Alarcón,18206329
Prof. Christine Wamsler,48002268
王道一,8020813
Albert Glock,20861395
Pamela Skillings,77943795
Flora Amato,10169723
Anne Reed,2695924
Erika Faigen,11681227
Edward Raigosa,31949885
David Underwood,14825383
Linda M Collins,84150387
Draylson Micael de Souza,17517150
Sanjay Khosla,15306259
Artur Henrique Franco Barcelos,76442196
Roos van der Vaart,38016415
Ricardo Posada Maya,86281700
Magdalena Mùller,13270629
You (Lilian) Cheng,9234700
Lam Lung Yeung,1343630
Romain Beaume,10517903
Jean-François CORTE,18855644
Juliana  Ferreira de Vales,25203190
Philippe SILBERZAHN,17990583
Vishal Sachdev,10597909
Hoda Younes,76916594
David Sluiter,28740057
Marlies Reinders,8586225
Dr Nigel Spencer,79156611
Alain Aspect,6471336
Michael Robert Doyle,17750736
Sebastiaan Heidt,14411190
Prof. Wendy WONG,23303575
Eduardo Escallón - Facultad de Educación,16309189
"Jeff Leek, PhD",694443
Céire Costelloe,42092259
Ros Barber,25938680
"Michael Kustanovich, CPA",28659664
Tracy Jennings,13370448
"John Gill, J.D., CFE",8626600
Dr. Andrew Read,4663984
Rachel Lindsay,68195363
Thomas Skov Jensen ,5969898
Timothy Scherr,19573190
Richard Ryan,22924341
Teresa Martin-Retortillo Rubio,49068200
"Deondra Rose, PhD",29494085
George Sales,100131962
Benjamin Roseth,90608152
Megan Peck,49076256
Keith Gibson,88235470
"Lionel Martellini, PhD",2188004
Amr Ahmed Qasem,20052491
Diana Ubico Durán,12448205
Gary Young,37725399
Dr. Christian Zurbrügg,2387594
Nour Nasser,95304679
Anne-Kathrin Klesse,41762493
Nadège VO VINH,18417038
Dr Thomas Butler,2715229
JEREMY NILMEIER,73563460
Menna ElSharkawy,66529133
David Magnus,69185718
Dr. Cleveland Justis,82428735
Veneta Andonova,39134172
Katjuscia Mattu,39897445
Midori Sánchez,16077207
David N. Ruzic,24002360
Drew Hallett,92490803
Héctor Núñez,37737389
Jae-kwang KIM,90924481
Ayelet Sela,76226092
Angel Abusleme,10824141
José Manuel Saniger Blesa,98778068
Sarah Haq,19542214
Nicole Alvelo,93905165
Ken English,20144894
Eva Garen,101493333
Bert Helmsing ,30305605
Russell Sayers,35622718
Dr.  Dave Ward,1604596
Gautam Bhan,86012902
Pamela R. Jeffries,15935506
Stewart D.  Friedman,465917
Joe Grimm,4759273
Michael Beach,1722827
Lori Lane,29488036
"Wei Li, PhD, CPA",27165952
"Lisa H. Lubomski, PhD",28561072
Peter A. Carfagna,8603010
"Michael Whitman, Ph.D., CISM, CISSP",19202705
Dr. Rachel A. Smith,2687752
Inés Friss de Kereki,8654875
Saurabh Dhingra,63528333
Swetha Maheshwary,89189556
Joan Enric Ricart,14880591
Richard Boyatzis,2075897
Fani Deligianni,79426144
Ignacio Gafo,14876966
Sandrine Gallois,71828649
"Janet Tomaino, DNP",34507872
Renato da Rocha Lopes,8711667
Ken Reily,4177487
Frank Eijkenaar,39084493
Janaina Gama,101196882
Alex Bottle,31616650
Hope Martinez,28665960
Linden Lu,27764319
Vedrana Andersen Dahl,7120774
Juan Ocampo,94466084
杨荣武,9892059
Paola Andrea Gamboa Diaz,36012557
Dr. Genaro Zavala Enríquez,3797221
Daniel A. McFarland,1139667
François Dermange,2604148
Hamid Aougab,5140889
Leslie Irvine,44814843
Donna Mejia,80567887
Benny Lo,26194744
Jahangir Karimi,2962965
Jean Dalibard,11621455
Pablo Gálvez Ortega,30524132
Charles Cockell,796896
Marcello Restelli,103864191
Anna Sfyrla,22954648
Adrián Martínez González,45652690
Mar Pérez-Sanagustín,20879898
Kelley Conrad,76018771
Professor Trudi Jacobson,7861217
Javier Cordoba,29579933
Dr. Vidhi Chaudhri,63606640
Hud Englehart,15313247
黃詩淳 Sieh-Chuen Huang,79404863
"Stephanie Hicks, PhD",19543671
Matthew Griffin,16823838
Emily Mui,35746753
Brian Buechel,41897834
Jorge Alberto Cortés Luna,88894509
Dr. Edward G. Amoroso,29069862
Georgina Romero Gaeta,98370397
Dafna Dolinko,32129997
Tim White,3874110
Dr Duncan Thomas,5179307
Laura Arrillaga-Andreessen,9669304
Diego Alberto Tinajero Islas,23336866
Aric Rindfleisch,9695082
"Tor Wager, PhD",7303121
Sandy Jap,48222328
Jada Bennett,68830361
Beatriz Fuentes-Anderson,7225100
Patricia Sakali-Nifong,79723259
Ismael Blanco,6733856
Professor George Patton,5617088
Dennis Chan Suk Sun,35730936
Luis Rodriguez Baptista,15717678
何更生,14828252
Marina Vega,34316859
Wil van der Aalst,6801178
Morgan Willis,37505720
"Dabney P. Evans, PhD, MPH",11076599
Alexander Waibel,67724537
Francesco Sottile,33090829
陳毓文,2072127
Matthew Hutchens,28863862
David Peck,25576986
Annemarie van Oosten,28199230
Gabriel Salerno,19992059
Hans de Fijter,14409425
高嘉謙,38108071
Johann Streiker Díaz Marín,4877169
Yashar Ghiassi-Farrokhfal,25881851
Doug Berman,35135953
Emmanuel CHAILLEUX,18738825
Marianela Lemaitre Canales,19762848
Ken Szymusiak,15486079
Bibi  van den Berg,21985737
Dr Ian  Faulconbridge ,4566609
"Mramba Nyindo, Ph.D.",6704288
Jessica M. Roosth,64325254
Matthijs Rooduijn,9852029
"Wes Rhea, J.D.",19182609
Mostafa Sabbah,80778722
Fred Paccaud (In Partnership with UNIGE),15066282
MONIKA SINGH,28995898
Isla Kapasi,98820501
Reem Marei,95343850
Ronald Guymon,35891395
Sinead Namur,74515310
Rachel Strong,46209372
ZHANG Li,10504985
James Cahoon,22530482
Danijela Gašević,12931623
Stuart Gilmour,18375085
Rebecca Stein,248242
Kevin E. Jackson,11891250
Lija Hogan,23248338
Denis Childs,40239207
Ana María Majano,21301093
Lindy Simpson,37872286
周济林,13496325
"Kenneth J. Pienta, M.D.",18322647
Piroz Amin,45318338
Quelic Berga Carreras,33506778
唐 玉海,10165409
Kris Stabel,10175821
June Gruber,79510500
Sara Cullen,17440619
Steffen Loft,29878793
Ángela María Rojas Martínez - Departamento de Psicología,13862229
Dr. Roger Louis Martínez-Dávila,5095820
"Mark S. Courey, MD",25109115
Luis Hernán Garritano,34317178
Lauren Bohm,46740616
Alicia Vázquez Mendoza,37042443
Merlise A Clyde,17611317
Dr Jill MacKay,6507222
Megan Voss,39118662
Fabian Hilfrich,21294118
Jean-Pierre Malé,24146970
Matty Crone,8939015
Kil Hyun Kwon,9316372
Jeroen Gillabel,25577011
Jean Johnson,16040156
Bobbie Atristain,39239282
Charles Russell Severance,122340
Tim Miller,50360859
Dr. Ellen Silbergeld,39296597
Oxana Trotsenko,49606964
Hannes Lang,26003442
Joanna Osiejewicz,88707728
Anne Dougherty,2646248
Frederic Giraut,22521996
Song-Kuk Kim,22574063
Lisa Danquah,38107307
Venkat Viswanathan,2738007
Rabih Dahdouh,39842814
Dehlela Shabir,23993131
Dan Liston,19700066
Sharon Zhou,33034026
Eve Litt,18426387
Marthe Boyomo Onana,14628527
W. Brooke Elliott,5957785
Mark Leung,75493300
Su Mi Lee,70953181
Jonathan Kelly,33925571
Tracy Williams,87077841
Dominique Belin,6403285
Andrés Mejía,23062937
Santiago German Fretes Arguello,104401332
Lawrence Osborn,23087724
Rebecca Payne-Passmore,78470790
University of Geneva- Tony Berrada,15614769
Noah Gans,14137260
Pr. Bernard Drevillon,8105047
David Quigley,44353178
Paco Prada,92572053
杨善华,14767495
Kay Malcolm,29052323
Takeo Igarashi,6508204
Dr. Bernadett Kiss,30281200
Antonio López Peña,11001383
Maximiliano González Ferrero,73717378
Elisa Pozo Menéndez,89270394
"Nicholas S. Reed, AuD",100851561
Luigi Fratini,26712202
Thomas Kohler,21922523
María Soledad Martínez Gutiérrez,64412205
Dr David Carmel,5184639
"Williams S. Ettouati, Pharm.D.",289468
Felipe Montes Jiménez,40476983
Hilary Wood de Wilde,45409026
Eileen Tipoe,103879005
Susan Curtis,28515913
Paul Huckett,23228057
Elliott Kruse,82100193
Maria Ballbé Martínez,70681167
Francesca Peiró,17623746
Marie-Laure Boucheret,19395917
Romeo Kienzler,18682389
Jaclyn Cohen,37849644
João Vitor Boverio da Silva Gomes,1914583
Isaac Droscha,36801103
"Holly C. Wilcox, PhD, MA",104559170
Kenny Wong,14283726
Eric Muller,3164319
Mar Rodriguez Girondo,5095369
Miltiadis V. Papalexandris,11088168
Catalin Popa,85477772
Gilles Guy Roger Cuny,10165255
Jason Cox with Nick Harauz,43507218
Julian McAuley,30855382
"Guy David, PhD",33173599
Dr. Dragan Maksimovic,3376074
Mauro Mocerino,27308955
Miquel Strubell i Trueta,78448596
Jeffery Atik,1925860
Marco Varkevisser,40110724
Darío José Verón,36353926
A. Freddie Page,19621896
Dina Buchbinder Auron,49887189
Dr Richard Worth,5185427
Gopesh Anand,9648743
Bonnie Ram,15924047
Kelly Arora,29077739
Maia Heyck-Merlin,6931784
Kim Branner,15922791
Nicole Mastenbroek,26840344
Katherine Klein,2161017
Laurent Franck,18008211
Jordi Vallverdú,9750152
Marla Noel,79563072
Maia Julieta Migdalek,47116711
Bernard Debarbieux,22455506
Sylvain D’HOOGHE,34209353
Alice Raven,48177114
Rutger de  Graaf,242140
Alejandra Stein,47116701
Jaap Spronk,27008725
Philippe Drobinski,25475293
Kostas Daniilidis,420844
Philip Peck,25473458
Herbert Lee,14420072
Francesco Pellecchia,76847095
Kweilan Yap Campos,16008678
Konrad Malawski,99491
Jennifer Kim,87634723
Dr. James V. Green,1312728
María Emilia Larsen,44389631
Neelesh Tiruviluamala,77881195
Sid Deliwala,5064898
Dr Leone Leonida,83074967
Dr Andrew Gardiner,5776473
Lisa Einstein ,75174799
Lucinda D. Davenport,16003827
Angus Corbett,47205003
Sara Marks,7115667
David Dye,26218689
Steve Kennedy,24909446
"David Thompson DNSc, MS, RN",32007046
Richard Adelstein,1321389
Brittany Bachmann,15978998
Jacob O. Wobbrock,16201832
Lisa Montanaro,67452485
Tanveer ,100671294
Eric Enge,15768538
Julián Villanueva,451647
Dr Mick Grierson,1961937
Sierra Matheson,99160032
"Greg Urban, Ph.D.",20037351
Carlos J. Torelli,22582221
Ali Rahme,45936792
Charles Ivan Niswander II,1864536
Svetlana Levitan,35753726
MANUEL SANTIAGO AGUILAR GUTIERREZ,77784057
Germán Andrade,49818744
Tamas Haiman,104544978
Ruthanne Thompson,42388645
Lena Smirnova,28783387
"C. Dan Johnson, M.D.",1461307
Anne Gerd Granaas,33362269
